vehicleId;distance
102695401;34779.811264879776
102701901;87605.18655238592
102704801;44792.26896590056
102723601;56164.147459221946
102728901;62136.3242576923
102730701;112835.98916631484
102731301;27123.079371777338
102734101;128691.06447236458
102802801;39102.390303143955
102807001;126627.06730272465
102816801;24989.823720722034
102824401;8905.113379790224
102839401;22246.415280199668
102840101;37535.50389675929
102845001;86937.02040331758
102850501;104152.10884643983
102872701;35191.37604885349
10288101;21068.11047192745
102884701;28627.423485336305
102887201;57054.141410050994
102887901;88507.68606339859
102900101;82454.2558762278
102900401;47947.91897569865
102913501;119164.5463700266
102914101;40960.53554051869
102914401;75254.06459396191
102924601;37491.92106900179
10292601;82036.92668003331
102937401;20440.852645198713
102941901;29674.950707898217
102987401;186242.5644169128
103001301;28480.072936359284
103028101;8904.141982207504
103042001;57023.91959825616
103044501;24076.905102101104
103106501;86783.83791647964
103107201;57234.27928569683
103127301;63925.414912292064
103133501;42286.45742332949
103135401;85275.09458074873
103145501;27256.522221933523
103146301;74764.24783653794
103153201;41337.98959638976
103167301;151748.10943213242
103168101;106190.17218043804
103172201;28032.43155489128
103183401;34773.78609777614
103189501;35163.18156220691
103198301;12628.099610086269
103206501;109695.23147677071
103261201;31323.271603855967
103297801;63633.04749307081
10334201;32419.05379787458
103344901;91212.1258396985
103345301;20825.683669297443
103356801;14429.856769198752
103358201;15742.770817897257
103364801;71894.48501586128
103366001;118001.25821569456
103408301;110814.8780726731
103409801;22701.852839412742
103451001;92919.9584878694
103453801;27467.42755570988
103513301;26950.13354319417
10351401;51189.02256136449
103553301;27088.251093393803
103556901;82585.67161091427
103572701;51049.436813620865
103586401;97575.048845746
103590101;343799.637087782
103600201;150765.2629963323
103620501;25562.038503145868
10364301;58142.555746850325
103648301;3626.378977479485
103657101;43248.812209800126
103665401;21330.437536242607
103689801;36023.70505321147
103695701;328316.7342297022
103708501;18889.356526176598
103709701;111973.47015632194
103711201;4636.4600425140925
103721701;83667.55524038718
103731001;25274.007069069125
103753901;53135.42024077775
10376301;97711.40598058775
103773401;28957.069624177544
103774801;85726.0198880354
103793501;37731.560138398614
103793701;132080.814780829
103804101;39720.35962390665
103805501;25904.991744108298
103846401;66175.47020965932
103846501;67122.91118659818
103874001;16484.854644838524
103903001;81506.22963298284
103912101;31864.017901684343
103919001;25523.418875020947
103929101;24373.60434406945
103962601;59067.935814156335
103993001;31873.514146807815
103997401;85108.93386622505
104006301;162246.4946356366
104051501;55384.7015688883
104061801;25486.249577388662
104090801;59156.78972796138
104120401;80931.41861476046
104124601;40718.71709550549
104130401;49045.89288938184
104144801;274597.29107614316
104145401;118457.22141824555
104148501;171268.46276310095
104155701;54184.852576886784
104175701;12617.739536219397
104176101;93566.31069232115
104181701;314544.5263442389
104214301;33573.05119776628
104233001;54589.86829627188
104243401;26084.899071638247
104245701;32353.570750688625
104257301;160298.82551967056
104271901;38110.28230478393
104276301;70727.87536067062
104298001;62545.3750506937
104309301;48472.46711458254
104339201;67112.72945956085
104349101;27172.423483161983
104376001;311104.7946317771
104384401;162707.414510582
104388301;64317.45636811966
104395901;41507.862490370506
104402601;38580.46237033123
104416001;25591.027317385786
104421101;33123.38349365885
104441901;6940.724608727771
104447801;18709.226222521007
104479901;67285.85124745256
10450201;76941.17783886917
104509501;33363.33927660224
104568501;30015.220265781445
104570901;38064.520257368524
104581601;27965.917088937207
104586901;80665.02665140091
104590101;41061.60973435889
104600801;17665.55564262493
104642801;21237.763219689863
104643101;26185.920461206515
104656201;22165.5576910091
104664201;31609.562364782694
104668501;76108.65730987574
104744501;68695.41052526631
104777901;3080.1592412534965
104781301;135126.86172899223
104798201;117731.98162371283
104806201;25540.5197587434
104866601;64700.35039814977
104868601;108157.89467390678
104881701;32829.858839915214
104918301;124092.89052707532
104921601;139394.5215280041
104970501;5478.9191672775805
104979501;33651.15164386009
104987601;109212.78049041911
105006401;39384.84442773782
105020401;28120.11972065998
10502201;70668.3379567174
105022301;53292.559307259915
105051001;75708.39079533018
105054001;63670.70293027651
105054101;30299.5405459117
105067201;77291.3362274153
105096701;21800.444929712965
105105601;8838.359346014651
105110801;24882.719543765987
105111201;9731.758689193332
105114601;78522.5556664882
105122101;13498.62136991439
105142401;69221.10117396952
105153001;64589.0048083722
105177701;29862.277777172978
105232101;128967.62559741938
105233701;91416.49938640233
105307301;112618.11895858603
105325501;46025.55379812755
105342201;101416.17151528824
105348001;43766.9688993653
10536701;24336.93060062257
105401701;137819.8179885565
105427101;118435.05570551784
105444501;45089.769263316346
105506701;74771.53936263203
105554101;67696.1613942771
105559801;61910.367743430645
105565201;68054.63336648008
105573201;92439.25177649148
10559401;20062.783247319785
105628801;67593.70485158544
105691301;110462.55640359028
105694201;34518.381263147625
105709201;110473.68248338172
10571701;12278.233869309546
105720301;97262.13520745205
105721301;102353.04214175697
105740201;16900.637822393408
105801501;29662.627933450363
105810601;14237.456448053561
105830901;68272.02855309773
105831101;10689.285950876363
105835101;28562.24977318656
105871001;71681.45144402847
105901001;32911.509274841126
105902901;25487.93762720814
105906301;26778.887605781205
105906501;76284.85795456826
105907301;49773.80645559977
105910501;32952.796807488165
105930801;26892.62849843492
105959401;36986.33764924213
105966701;43292.144937156234
105966901;157456.75923025436
105997101;148965.16640936147
106005401;70275.6806190146
106023901;69114.37818050821
106065601;14977.192163694872
106092601;26344.627051222615
106125401;76769.88020559841
106134801;33424.983839874534
106175101;69844.8982275428
106183701;30524.874574473084
106189601;43681.86404909239
106193901;38810.766020113966
106227501;130578.44115838832
106250501;112181.77114628706
106284601;99838.4605382182
106287901;84574.79427655887
106299501;21443.007013766335
106301201;30737.937504706522
10632801;20035.582724047486
10632901;18831.528247374896
106379001;49995.866475068266
106447201;42635.91708979407
10645901;5253.391903377513
106460901;31588.148173345606
106497301;70960.04567285412
106564401;35812.18683002387
106587001;34145.216786748286
106588301;96186.87318663267
106599401;60695.07851055233
106616501;14569.281085970331
106646301;72417.61035480836
106647501;55237.21053150953
106658401;107441.84068929587
106709701;38332.265890368435
106716401;16360.413410773737
106718901;28906.203279801077
106731401;69951.88882124644
106732901;69898.67364572927
106744501;16825.224665489433
106764201;34055.79312159569
106770801;71457.95329160952
106781301;14713.075565568626
106803401;11443.24792960137
106840401;84025.93822907384
106849401;58104.42083451387
106851701;95721.03171119094
106866001;69648.56836698759
106900301;47873.16218599575
106905401;58725.95776940663
106916401;65626.17008621804
106957101;95797.68163080438
106957601;23721.93066430013
106986001;63583.80543143164
107031301;43149.290947414396
107059201;124768.83867988233
107066901;36998.52645668831
107089101;98640.35198594122
10710001;221802.52016138926
107141601;32560.62448623198
107193801;6835.074879285703
10720201;47576.89271775781
107222001;68233.88439717903
10724101;39844.22608215941
107251401;20106.141631414448
107251801;41258.34029911188
107252701;49262.098793089775
107270301;46502.988791628086
107297301;33475.539841219375
107300601;65776.4679425871
107319801;155839.7624239672
107325201;27881.760667342296
107325501;62396.56441994998
107336301;25487.584023092604
107339301;140685.18405885727
107357001;136490.76402383944
107361101;93010.56977212672
107390301;91646.7310333407
10740101;76727.13609508231
107403801;42367.58857417665
107415001;17713.185348406423
107420101;67689.32137404016
107457301;17082.811693010382
107463901;15730.873754606
107488901;323006.55653284723
107501201;43990.69246984453
107503601;74744.62663117197
107523601;121475.42913101094
107526901;42117.183414058454
107551801;44982.38561564445
107580201;17876.29422006209
10761001;15046.100344405555
107628801;14512.573628014612
107631801;68268.73388604414
10763601;51951.78757873317
107641701;54854.44009041617
107642601;57081.88564991758
10766401;38999.76496754057
107670601;34065.9732659186
107671201;53020.19133773263
107703001;51736.730102092355
107716801;72623.46358602995
107749301;17434.134329737197
107770901;37900.45762037191
107773301;48251.86154492481
107795301;68083.96057940241
107810101;52189.12904734932
107841501;59648.18388609997
107843201;14607.241291702063
107848201;145919.22164969638
107863601;40696.07740184782
107881401;14559.666077094664
107883101;44150.80737739298
107888301;35908.55482785977
107942001;45458.39597577811
10795601;62442.671510563625
107968001;10363.41109373734
107978401;17109.044435960615
107980301;58814.896230712446
107982901;21539.56419357134
107983601;28941.700531744653
107988101;70069.27657067607
107999001;54315.122169066744
108001401;44992.12996930401
108021001;55708.949042307904
108031501;5920.095250784014
108041501;10617.971672887967
108053201;66112.1031806231
108090301;83667.69207882705
108092601;18356.161350735216
108109401;38095.793499304746
108141601;84164.95412524167
10815901;24713.668737634212
108190901;57721.055749874
108192301;52676.264069988894
108223501;46842.84266059282
108259701;10695.699921998437
108263201;17856.6143579255
108279501;40622.67460931396
108288901;49001.75721266271
108292001;53913.66979939937
108293301;19590.566188433335
108329601;8412.823676681055
108332501;19934.312945219932
108350801;13937.805024664045
10835601;129057.10836235007
108359201;55639.31676347726
108376401;11628.179460237281
108389301;62337.05870699918
108391701;48852.65704675271
108419501;24180.26073334708
108431501;31551.586581867326
108449501;68421.30773672681
108462901;23697.082539054285
108485701;10829.617439629425
108501401;118526.79570077543
10852501;9298.637291608818
108527701;71963.03844231457
108539601;55660.178019166866
108560101;11384.821713976236
108562601;177150.0138703196
108582201;73271.88258431044
108597801;156549.65427561168
108628501;75394.09096485177
108638001;3319.4514230708223
108642701;75292.69133226316
108644301;25769.823422120393
108651401;74844.57047914263
108656001;209640.98815770308
108658701;8235.984049083247
10866101;96208.63737873136
108701001;25162.040541796265
108703501;7524.2681089970465
108705301;30157.6304449313
108713201;71109.46410301774
108720001;93819.84001794862
108734401;72575.71052958525
108739101;46151.98166019912
108744701;6880.396936800237
10874801;60730.751201319305
108786401;112055.39050557931
108788101;85030.9543370826
108791001;27562.925417638507
108849901;24031.191109030602
108899501;126404.45404643257
108911801;67458.76528739264
10892801;60991.13550678731
108931901;11364.058604056812
108958701;5353.653417502688
108988701;7567.319610199669
109017101;83149.22762021686
109019501;12430.475925112427
109046101;161298.50007112615
109073401;12275.169624321357
109083601;5903.5409440042395
109099601;72683.85898318501
109110701;30349.47134597214
109122101;28588.655633127903
109130401;59269.579031182155
109183801;52369.22651643643
109186201;8922.33573262252
109216901;164934.86510275153
109240801;5193.004270416938
109253401;54853.271347401125
109270601;31183.318269784373
10927601;73073.8001547063
109293701;4521.09348256975
109316601;45563.28970603592
109326001;120936.14753980869
109334101;46942.1680707494
109374901;79537.0261261073
10937601;111269.15129647407
109378401;12950.651300153902
109383801;28643.826466448427
109398301;75396.0079460253
109416501;5217.031207808828
109423401;217382.59977115426
109441901;196354.32942617187
109459701;50225.518206510664
109461701;6633.88459860086
109466301;160765.61930153565
109483401;71070.80172272789
10948701;36180.350182268005
109514601;6251.869278856936
109549301;5903.228179886815
109571401;22652.250042601423
109580501;17522.935679425627
109593101;41003.436824523254
109594201;3494.949378205958
109652901;163171.22152450506
109664501;131264.16728542748
109672001;34464.00977169917
10969401;29674.02528979494
109704301;19541.308378954465
109705301;201085.67372695514
109749601;17731.991094454894
109759901;28543.172573519012
109768101;59590.02489313773
109776101;7753.947751442611
109776701;29532.19470651752
109779301;63861.00287455929
109784801;62912.52574134713
109802901;43978.97524713811
109836301;41368.15667023723
109844501;104837.03940467144
109864501;27427.331580088176
109886501;7576.316210108562
109905301;15875.993870491522
109926301;43524.8067043583
109956401;56175.493935272796
10996101;22708.486237000052
109991101;39409.42167478831
109995901;21206.27424242772
110034901;6872.7971856449885
110049801;14517.420897797077
11005601;40879.20267387202
110056901;29324.922143309166
110063801;18342.623756332367
1100701;85143.22674991115
110073301;50782.6883151764
11007501;171496.15100402865
110085401;8703.224465189864
110095701;69654.7359566786
1101101;75674.39433625976
110116501;183442.26368769415
11017001;16913.4322837636
110196601;47459.26753929491
110197601;50301.00716568438
110199501;66964.67309893842
110210901;27886.20295636007
11021401;50268.367032901326
11023601;109106.42381925337
110245201;11724.42975532851
110254301;27629.71843588534
110261101;32451.175867308346
110270201;38920.736091634055
110284001;6082.78576490776
110287401;23679.12713678605
110296701;259656.62584472002
110309301;39473.52537424273
110316201;27116.18664533775
110329201;123742.6764458978
110340901;69070.61263411779
110379401;72616.8740973516
110381401;32866.599556480855
110384301;75902.85155807043
110384701;40314.55831067902
11038901;174900.11106391653
11039501;13535.79056158337
110419901;21502.542405573033
110422601;69935.34515843612
110423401;14299.556982898055
110451901;4745.345496143894
110488301;29456.710692386783
110491901;34624.304795183256
110492501;75469.86651253577
11050001;64418.886616552336
110502501;26291.750089935264
11052901;11712.662905447933
110544001;32844.22973566328
110544401;82681.74139363362
110563501;33062.165277866414
110602201;96589.43832939545
11062601;129533.97207326983
110640401;194452.56563223564
110649201;30090.58801590336
110669801;34041.07060116041
110693201;62630.990887788445
110695801;39147.38978240595
11070201;95270.20039688573
110717601;74646.88795575875
110723301;26450.872317928948
110749501;117755.39538881107
11076701;19022.935465059036
110807801;100392.01338686462
110817601;29113.537350465987
110824901;9839.482676127056
110841701;13661.532792724765
110845901;71933.3309242215
110875301;5964.02761214218
110879901;41264.49915084365
110880101;10063.681509573718
110882801;30180.85207422369
110886701;37561.03625205353
110921401;48225.1300590052
110924401;9450.34098869996
110927201;12389.267431944088
110940601;274800.1442845783
110949401;109774.14294462565
110951401;42663.68057794909
110955501;5978.563562279936
110957701;37338.38024878752
110963601;26685.27185096642
110977901;45476.379731202585
11098501;8980.45843491591
111010101;113372.54217532308
111013201;37916.283648150165
111052901;62835.373589535244
11105901;97934.40242438576
111071501;277741.28690654074
11110901;185878.9286859129
111116301;157758.16625562217
111124701;82297.20476128998
111137601;32918.13954499865
11113801;31602.724992765106
111164101;69284.71343217019
111191401;79298.3874064902
111211301;15115.129428916882
111223401;23945.868670548814
111236001;212927.5671016759
111267001;41562.45283981459
11130701;145915.13248526308
111319801;26961.065854434808
111377301;104874.56030511488
111381901;71307.8006935833
111385501;44974.021626502195
111386501;71760.18585178468
111389401;55755.93240026244
111414201;38662.32364607832
111417901;47034.34084805416
111441001;60279.209693805664
111478801;44664.75898696591
111488101;102367.2608941843
111498701;5566.903667540225
111500701;38887.94211556725
111501101;33440.44609845807
111513601;32607.851694391393
111525401;13514.83427877925
111549001;35137.080211053566
111555901;8212.391933667026
111575601;18220.04109161181
111576501;42704.60055403836
111598001;113948.01458306152
111600301;11077.109504500548
111612301;161261.68223870202
111615201;29428.129110246144
111633601;110694.3385046609
111640101;25954.767643877138
111652801;43631.08129116796
111655901;69886.88148605467
111684601;12972.351307403787
111693701;43527.2207719481
111699601;82284.94319222846
111724701;71348.94696694499
11173401;51211.39737090126
11174701;44827.579274898286
111778301;52034.20488422572
111783401;71770.72153256625
111789701;30243.292460445504
11179301;31041.09836151934
11180201;122041.52822148222
111826601;92524.13691317527
111877901;35523.48277946733
111911601;69940.81722399937
111912601;51063.999717142535
111945201;48398.67984748749
111967801;6168.239730969653
111975201;63480.81796111021
111976001;46730.80606966363
11197801;93038.01567218581
111984401;35844.75483705655
111989101;66965.53247679456
112028601;32125.365388877268
112038501;78195.25104934766
112058801;59977.18361042597
112064801;61808.07711426482
112079801;12180.078378362581
1120901;68592.68692518119
112090701;105348.43508150968
112113101;110637.78468232148
112121201;15390.688078914773
112122701;48436.924485388605
112124501;270550.8313807638
112132301;52253.02600564737
112151401;56546.0116338808
112184701;25716.215610492993
112186301;182780.46388446467
112197401;68930.52138616373
112203301;49702.0983457818
112207901;51007.84408068094
112211001;29087.5450763615
112221701;112709.1058322389
112223601;53041.55736098832
112257501;88668.1115446632
112274401;46683.71899583971
112314801;38928.98255109407
112329901;79630.8670523742
11233901;242951.0096073542
112369601;49496.452075666486
112395101;49411.3575689144
112395701;61383.483072505864
112428101;70433.09309331066
112464801;24100.520008493542
112482301;53345.745286612575
11249501;148597.87532976607
112495901;68608.44585151483
112496501;3776.403188641497
112500301;10658.130936726431
11250801;38931.87724108712
112519701;28448.829427085562
112520501;31420.00985242642
112535601;65126.53533544329
112562201;28066.304378810513
112565301;84560.64089396127
112573501;74194.33186049025
11258301;223902.75501201136
112589601;86068.78245666028
112590301;11603.575961342325
1126201;50080.71002591724
112641901;27949.25824790304
112656501;82841.3312132261
112660001;36982.75839982446
112673801;36521.07983466452
112697801;57624.24139441628
112701101;145790.55113098357
112710501;78122.92358869691
11272901;178669.75514884826
112755501;29252.531259189556
112761601;75556.41440950539
112776501;39763.394719485594
112781801;42978.77137318888
112795401;121820.2354970479
112814701;47188.60245526401
112816701;51778.77961690753
11282401;84128.38386579003
112825301;56959.379533796906
112855501;34875.12669335927
112882001;52026.75608636587
112931601;70898.7381294264
112932601;95402.53320675617
112947801;158712.45344242427
112948101;47429.77644697949
112959601;107131.71744604815
113006801;47906.85416281775
113007101;44058.19171708511
11303201;185036.8811724557
113038501;6082.78576490776
113052201;27013.888559963412
113075701;63629.728291268475
113091801;38191.080240213756
113111201;87292.97747855006
113141401;32697.635361775043
113147101;34333.0766401521
113148701;13938.286317194856
113153801;42946.81482368491
113174101;75379.47836092915
113197501;29135.58982108802
113198401;37274.11613950433
113208001;47734.96447503287
113211001;36616.97395331324
113236701;88155.83403307231
113237701;35684.70718375222
113238401;20061.622515298604
113270601;34305.61234224806
11327101;97566.70071039478
113273901;125879.2659685059
113324301;36669.547843102104
113334101;79771.3393546854
113344001;70949.81560987559
113349201;57447.754473315865
113358901;57615.642623773485
113367701;101216.0583143455
11337101;81329.78925818462
113371501;61907.66001248227
113396601;26332.63338560215
113414001;54216.60988719991
113414701;40296.674258684594
11346101;13810.452139898389
113474901;24320.155465146756
11348301;60127.97011645963
113485701;55198.278446440425
113486501;27004.944919603815
113491001;28311.67948489498
113497301;42458.5095228802
113510401;43791.583606604785
113526201;16482.598505353766
113537701;45926.19062213516
113540701;127152.6556671644
113563001;103963.4109971633
113568201;49514.22181995393
113619801;120002.25428782644
113630601;25104.569785607604
113639501;48403.74322925331
113641401;16707.932280554396
113666901;48304.23026212816
113675301;29722.801809179888
113681601;3602.004345435298
113710001;74711.42128652877
113728401;106519.60290335318
113757801;95019.25061969289
113790201;145280.48150971197
113796601;69037.5792404641
113827701;33583.76783802193
113829601;96359.9506394613
113830501;45297.17422677522
113839201;10695.473981862524
113848001;9218.144955808864
113870801;57873.66294029305
113876001;83760.50078342753
113904901;44848.59254759584
113932701;41151.84132880297
113955701;15989.936891011366
11397301;74008.46523279866
113980501;33727.940039784284
114013101;15707.323507319625
11402101;97420.42866755143
11402401;68597.09321534702
114029601;22361.389788465196
114038201;56664.47835746196
11407201;63740.80814147641
114100301;93119.52909894168
114124201;57799.35376760304
114133901;164441.9676012901
114138501;66439.15987386476
114153401;56707.41496486694
11415401;117004.76075480445
114158801;50875.652263849646
114158901;43705.44995503592
114172001;157966.84132543884
114221401;169503.8061312648
114238301;30447.24590463502
114240501;9737.371123347253
114253001;30684.2612432992
114314301;62270.847889329234
114319601;7051.711998976919
114339201;75499.74324002615
114341501;192651.6570848724
114345801;78304.39401122554
114359701;83840.51010574993
11439601;110608.51240726867
114410701;38630.138597859754
114431401;72066.9078567776
114436601;79061.246548941
114459201;72494.41878871096
114482301;17905.722167628846
114491201;83859.01125643318
114512201;74934.5392770218
114527201;27897.20305979555
114532601;121984.47308719123
114534901;75333.21928272228
11454301;47231.208718707094
114546001;46431.20591862595
114551401;84252.93147109055
114595701;10999.676457838148
114596901;19662.17981634329
114603901;16445.61108646263
114615001;8631.135662970093
114635201;106221.22318307188
114649101;56306.40851623768
11466001;7969.246855057099
114662501;125274.26150082478
114663801;19910.74439858718
11468701;100538.9878434831
114689001;37429.94595669719
114689401;34296.006291797945
114693501;45120.00719655053
114706201;84650.47651709168
114733901;59220.56575608735
11475501;81327.37067319511
114769601;121489.52426893721
114775801;29484.771907234517
114789001;126275.51354011975
114789501;34190.121745448436
114809401;41871.41896545862
114809501;64417.55852286046
114822301;146982.38957180848
114845301;112216.94877201214
114851401;95518.97525478373
114853201;41695.55008545747
11485801;95228.933726247
114861201;78117.40489444757
11490901;79150.96831862954
114920401;63042.98463915214
114924601;34638.346808666545
114942801;73254.495499683
114981301;117902.03924673371
114987701;38397.47082811742
114995401;24397.50962868938
1150301;76721.87550691175
115045701;26093.242050537207
115061501;42742.14326137421
115090501;22197.479716739206
11513601;89953.9660178005
115158401;18080.93217988625
115159001;25254.93721663837
115176601;58063.026035843344
115177701;152925.90634271986
115188501;38643.58091340977
115189201;79340.53471413998
115200201;43683.776995465996
115239501;42137.22989321647
115240401;50891.38512023853
115253201;62628.249197036625
115273001;65180.36683133387
115277601;37001.17617167388
115328001;25720.537287474417
115381501;30817.757140055874
11540801;123061.63085700384
115413001;51500.87452911685
115423101;58779.87699766122
115440401;14052.097875315796
115464401;39325.38233258678
115467101;41093.48272284056
115488401;55814.76124143117
115494201;38413.1774075028
115522401;33716.632235000776
11552301;63871.23338633789
115531301;44513.11085139341
115594001;42291.16424147371
115595001;112030.57178422903
115601801;49826.12143793471
115645201;121105.1782882787
115651901;100841.00213727965
115653101;45206.38173600673
115681001;57315.00923809573
115697901;27224.458393266068
115710701;43424.747835083996
115727701;58692.25156664736
115730601;17812.579731391892
11574501;98558.35004189104
115772401;78319.03468992244
115773301;35459.27946000171
115785001;81679.29724968561
1157901;60162.64993907417
115817801;30335.640055639276
11581801;33761.697197957306
115846301;24724.195566726994
115858801;23201.561537723275
115870901;52855.71751535913
115897001;33917.598162058595
115937301;49385.36066750382
11595601;46955.06225937079
115979101;93054.26993381091
11601;58129.987333928904
11601001;171102.1884074883
116030201;33256.30036554656
116052001;30597.73319857474
116056201;22161.30549301073
116086701;31904.012933203543
116093001;74728.67076097602
11617701;56581.76468743498
116181301;22409.090961592083
11622701;42630.97949101893
116255401;8691.913551608135
116263801;12663.906383224861
116292101;39959.83391814527
116296401;16140.13380087454
11631101;74784.01509159524
116352901;29980.748940508096
116366701;109126.55350046305
116391101;18048.83902031326
116396201;90122.28315232464
116404901;57468.61498030438
116416701;61006.39088636048
116435101;74326.79836286293
116448701;59130.45895766554
116451201;49275.09780272302
11646001;44667.83761706467
116471801;23812.809584984276
116504701;35257.923514320064
116511601;55637.94284425138
11656401;4929.46594471235
116565001;36417.09023963377
116593901;68196.82945332928
116599901;17019.49475793797
116602201;38569.4971212202
116603801;26652.06353935068
116642301;61926.13367236168
116661501;104385.39492954593
116682301;46147.31563402913
116687101;18279.031454806667
116731601;32081.906079246754
116741801;74435.98679847998
116756501;7397.5002934718505
116785201;79649.23360924477
116793401;15924.826197205757
11680201;80329.02539354432
116817701;25337.81798666507
116824101;66404.69784174263
1168301;75814.3191306567
116840601;34970.68518625892
116841201;6720.221223673745
116872101;38457.62543841625
116895001;60444.21804636276
116934501;21545.295296591357
116945801;16554.620934892584
116983201;52566.11326732474
116986701;36269.95162771841
117001;76071.75509948694
117011201;47790.29837642085
11703401;55741.506278058514
117052101;26910.7352895165
117054201;21512.974181742262
117073201;85896.01614752508
117085301;42918.57652069721
117106601;108073.17855111201
117135301;17419.82304012002
11714301;169006.58504327203
117198201;32811.25909088235
117226801;169117.41640300737
117251401;92650.11220388627
11725701;6658.775697724009
117272401;66547.77920643936
117277101;147217.8660339919
117308701;45418.28362544134
117316101;31724.12432932063
117327601;146049.9752184471
117342301;58421.79039134638
117345401;176030.39736018024
117358401;18293.917463332244
117360201;20756.84362669371
117365101;14959.766397614809
117413101;72381.96244074646
117431201;35482.51490173838
117459301;73245.38711745567
117491201;31857.580412313484
117498701;48905.44957942716
117507001;65918.95705358703
117522501;85986.29228928967
117529001;20035.598185824525
117546601;74194.76266299395
117589801;26599.926102518635
117610701;23158.251575899285
117620701;32238.065720086757
117631801;96766.94904634723
11764201;112484.01692635944
117648301;37340.84607709858
117659001;10328.28341194974
117688401;65458.776375415495
117729101;13550.636735866728
117741201;23457.71134488628
117746301;20860.42827835259
117762501;289186.3149085905
117771201;50466.07602024803
117779101;65831.08617573394
117807101;45346.267856709914
117808401;41867.95934302826
117843801;42859.16106105403
117846301;74859.380273462
117874901;48230.11549355288
117877101;13622.411233340197
117877201;41665.47425832225
117888001;54799.099453506824
117906301;22499.60067569511
117963501;15219.329541405954
117967301;61269.1850030997
117974601;18795.862990535225
117977601;27088.106242244685
117999701;15866.403419330885
118019301;74001.36622327071
118034401;74624.28590432485
118051601;61133.53368513459
118052101;14427.839161756332
118067501;68679.20734902738
118079901;96567.21621857096
118084601;60293.76291620394
118088201;17284.51504201088
11810301;115998.99847187902
118112201;64134.299582275235
118135101;55383.51686320214
118138601;44921.177824558385
118162001;37205.94280704596
118170701;56831.428194147586
118177301;12266.049096160494
118184801;36575.03540717913
118198801;65800.5487896149
118216501;107526.93119163754
118239501;19122.192091710953
118274701;70814.42676584236
