iteration;BEGIN iteration;BEGIN iterationStartsListeners;END iterationStartsListeners;BEGIN beforeMobsimListeners;BEGIN dump all plans;END dump all plans;END beforeMobsimListeners;BEGIN prepareForMobsim;END prepareForMobsim;BEGIN mobsim;END mobsim;BEGIN afterMobsimListeners;END afterMobsimListeners;BEGIN scoring;END scoring;BEGIN iterationEndsListeners;END iterationEndsListeners;END iteration;;iterationStartsListeners;dump all plans;beforeMobsimListeners;prepareForMobsim;mobsim;afterMobsimListeners;scoring;iterationEndsListeners;iteration
0;14:24:20;14:24:20;14:24:20;14:24:20;14:24:20;14:24:20;14:24:20;14:24:20;14:24:20;14:24:20;14:24:27;14:24:27;14:24:27;14:24:27;14:24:27;14:24:27;14:24:28;14:24:28;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:06;00:00:00;00:00:00;00:00:01;00:00:08
