iteration;BEGIN iteration;BEGIN iterationStartsListeners;END iterationStartsListeners;BEGIN beforeMobsimListeners;BEGIN dump all plans;END dump all plans;END beforeMobsimListeners;BEGIN prepareForMobsim;END prepareForMobsim;BEGIN mobsim;END mobsim;BEGIN afterMobsimListeners;END afterMobsimListeners;BEGIN scoring;END scoring;BEGIN iterationEndsListeners;END iterationEndsListeners;END iteration;;iterationStartsListeners;dump all plans;beforeMobsimListeners;prepareForMobsim;mobsim;afterMobsimListeners;scoring;iterationEndsListeners;iteration
0;16:06:01;16:06:01;16:06:01;16:06:01;16:06:01;16:06:01;16:06:01;16:06:01;16:06:02;16:06:02;16:06:09;16:06:09;16:06:09;16:06:09;16:06:09;16:06:09;16:06:10;16:06:10;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:06;00:00:00;00:00:00;00:00:01;00:00:09
